D1AQV5,F2JMS5,0.8467
D1AQV5,R4K5L5,0.8442
D1AQV5,Q5HRU5,0.8397
D1AQV5,E7FWJ1,0.8253
D1AQV5,D5E196,0.8235
D1AQV5,D8GN82,0.821
D1AQV5,G8M2C4,0.8084
D1AQV5,E3H8J3,0.8061
D1AQV5,Q3A9G5,0.8059
D1AQV5,F3YBU0,0.8046
D1AQV5,Q832Y6,0.7975
D1AQV5,D6Y159,0.7955
D1AQV5,I6RY47,0.7917
D1AQV5,E6U996,0.7849
D1AQV5,Q5NFU5,0.7799
D1AQV5,Q9A1E3,0.7722
D1AQV5,Q03Z27,0.7219
D1AQV5,Q1QVQ7,0.7128
D1AQV5,P30750,0.69
D1AQV5,Q67SV5,0.675
D1AQV5,Q1WVG9,0.6732
D1AQV5,D1C3T7,0.6313
D1AQV5,Q2KVK2,0.6307
D1AQV5,D5WQP9,0.6169
D1AQV5,Q6NJ07,0.5657
D1AQV5,F4H3C5,0.5531
D1AQV5,D6YBR0,0.5279
D1AQV5,Q6AE21,0.52
A9HPJ7,C5BX09,0.5339
A9HPJ7,F8A315,0.529
A9HPJ7,D6YBR0,0.5
A9HPJ7,Q2KVK2,0.4967
A9HPJ7,F4H3C5,0.4966
A9HPJ7,Q1DDP4,0.485
A9HPJ7,D7AZF7,0.4847
A9HPJ7,Q87UV4,0.4831
A9HPJ7,D1C3T7,0.4475
A9HPJ7,D5WQP9,0.4426
A9HPJ7,Q1QVQ7,0.442
A9HPJ7,D6Y159,0.4326
A9HPJ7,Q5NFU5,0.4323
A9HPJ7,C7QZS1,0.4317
A9HPJ7,Q67SV5,0.4271
A9HPJ7,P30750,0.4061
A0A1G7ZUL8,Q6NJ07,0.854
A0A1G7ZUL8,F8A315,0.8529
A0A1G7ZUL8,F4H3C5,0.8298
A0A1G7ZUL8,Q6AE21,0.7826
A0A1G7ZUL8,C7QZS1,0.7778
A0A1G7ZUL8,A6WE76,0.7442
A0A1G7ZUL8,B1MCB1,0.7442
A0A1G7ZUL8,C3PL90,0.7348
A0A1G7ZUL8,D5UYG6,0.7214
A0A1G7ZUL8,C7MYD4,0.7109
A0A1G7ZUL8,B0RHJ7,0.6589
A0A1G7ZUL8,C5BX09,0.6444
A0A1G7ZUL8,A0ABV0IAR9,0.6215
A0A1G7ZUL8,E6U996,0.6124
A0A1G7ZUL8,A0A2S5CXQ6,0.5946
A0A1G7ZUL8,A0AAJ3IX34,0.5936
A0A1G7ZUL8,Q5HRU5,0.5893
A0A1G7ZUL8,Q3A9G5,0.5769
A0A1G7ZUL8,B0S2Z2,0.5767
A0A1G7ZUL8,A0AB74VA86,0.5667
A0A1G7ZUL8,D7AZF7,0.5635
A0A1G7ZUL8,D6Y159,0.5579
A0A1G7ZUL8,Q1DDP4,0.5538
A0A1G7ZUL8,F2JMS5,0.5482
A0A1G7ZUL8,F3YBU0,0.5474
A0A1G7ZUL8,D1AQV5,0.5402
A0A1G7ZUL8,Q67SV5,0.5366
A0A1G7ZUL8,D8GN82,0.5363
A0A1G7ZUL8,A0ABX5B8L5,0.5291
A0A1G7ZUL8,D6YBR0,0.5272
A0A1G7ZUL8,G8M2C4,0.5243
A0A1G7ZUL8,P30750,0.5215
A0A1G7ZUL8,A0ABS2FXE7,0.5185
A0A1G7ZUL8,A0A2H6CRZ9,0.516
A0A1G7ZUL8,Q1QVQ7,0.51
A0A1G7ZUL8,D1C3T7,0.5075
A0A1G7ZUL8,A9HPJ7,0.5
A0A1G7ZUL8,A0ABM9PYK4,0.4924
A0A1G7ZUL8,D7BP77,0.481
A0A1G7ZUL8,A0A561WA08,0.4716
A0A1G7ZUL8,Q87UV4,0.3206
F2JMS5,R4K5L5,0.8699
F2JMS5,Q832Y6,0.8322
F2JMS5,Q5NFU5,0.8255
F2JMS5,Q9A1E3,0.8176
F2JMS5,Q03Z27,0.8175
F2JMS5,I6RY47,0.8125
F2JMS5,G8M2C4,0.7963
F2JMS5,Q3A9G5,0.7939
F2JMS5,F3YBU0,0.7719
F2JMS5,Q1WVG9,0.7254
F2JMS5,Q67SV5,0.6701
F2JMS5,P30750,0.6684
F2JMS5,Q1DDP4,0.5936
F2JMS5,F4H3C5,0.5893
F2JMS5,Q6NJ07,0.5843
F2JMS5,F8A315,0.5536
Q1QVQ7,Q67SV5,0.8827
Q1QVQ7,Q3A9G5,0.7947
Q1QVQ7,Q2KVK2,0.7446
Q1QVQ7,Q9A1E3,0.7348
Q1QVQ7,Q832Y6,0.7283
Q1QVQ7,R4K5L5,0.7283
Q1QVQ7,Q5NFU5,0.7228
Q1QVQ7,Q5HRU5,0.7166
Q1QVQ7,Q1WVG9,0.6111
Q1QVQ7,Q6AE21,0.5
Q1QVQ7,Q87UV4,0.2753
A0ABM9PYK4,D1C3T7,0.8564
A0ABM9PYK4,A0ABS2FXE7,0.8398
A0ABM9PYK4,D5WQP9,0.8377
A0ABM9PYK4,Q67SV5,0.8325
A0ABM9PYK4,Q1QVQ7,0.8316
A0ABM9PYK4,Q1DDP4,0.8108
A0ABM9PYK4,P30750,0.802
A0ABM9PYK4,D7AZF7,0.7784
